"","sample_id","MDS1","MDS2","d15N_anomaly_mean_1800_1850","mean_air_temp_degC_anomaly_combined","fish_present_binary_YN"
"231","FOOT20_8.5",0.369448624840237,-0.0334047674246432,-0.425246814017127,-1.01125,"No"
"232","FOOT20_9",0.168042912363951,-0.233589592045078,0.0325350440085641,-1.01125,"No"
"233","FOOT20_9.5",0.0768833838017075,-0.3556854462286,-0.119106949017127,-1.01125,"No"
"234","LIGH20_0.5",0.348068592176221,-0.581801510412108,-3.11652945819444,0.896666666666667,"No"
"235","LIGH20_1",0.768698751605448,-0.115043910057092,-3.27010630530556,0.58,"No"
"236","LIGH20_1.5",0.458707944838871,-0.312571863679202,-3.31876487919444,0.386060606060606,"No"
"237","LIGH20_10",0.468157047844671,-0.0369092117612462,-0.225086145305556,-0.734035087719298,"No"
"238","LIGH20_10.5",0.652420830806382,-0.0346483359112378,-0.212444916194444,-0.734035087719298,"No"
"239","LIGH20_11",0.529593105475561,-0.177183770936567,-0.157544385305556,-0.734035087719298,"No"
"240","LIGH20_11.5",0.627023347553301,-0.115915222770977,0.0386796738055555,-0.734035087719298,"No"
"241","LIGH20_12",0.312717791545905,-0.0991664806781886,0.0172255346944441,-0.734035087719298,"No"
"242","LIGH20_12.5",0.445450947849076,-0.00983438945896873,0.0224993438055554,-0.734035087719298,"No"
"243","LIGH20_13",0.613821729722296,-0.12062942849974,-0.0920992653055555,-0.734035087719298,"No"
"244","LIGH20_13.5",0.0553776922059202,-0.101039098717178,-0.0862453261944447,-0.734035087719298,"No"
"245","LIGH20_14",0.404592643552595,-0.174792819872508,-0.179908545305556,-0.734035087719298,"No"
"246","LIGH20_14.5",0.616698769064827,-0.0329184177537091,-0.0887680691944448,-0.734035087719298,"No"
"247","LIGH20_15",0.649885108777242,-0.138488700917505,-0.223338945305556,-0.734035087719298,"No"
"248","LIGH20_15.5",0.649346738216414,-0.0117404963507,-0.100317538194445,-0.734035087719298,"No"
"249","LIGH20_16",0.756676570168155,-0.00793313952617103,-0.191539905305556,-0.734035087719298,"No"
"250","LIGH20_16.5",0.388896980095194,-0.139988077206294,-0.028691895194445,-0.734035087719298,"No"
"251","LIGH20_17",0.538519075266889,-0.044429399178673,-0.0399328653055555,-0.734035087719298,"No"
"252","LIGH20_17.5",0.584943490527509,-0.0292934145638878,0.305269525805556,-0.734035087719298,"No"
"253","LIGH20_18",0.589362848195392,-0.0572847264302126,0.281452094694444,-0.734035087719298,"No"
"254","LIGH20_2",0.442995375366985,-0.37319531002076,-2.93319622530556,-0.4,"No"
"255","LIGH20_2.5",0.151899453700959,0.0213762247017276,-2.09002093719444,-0.260350877192983,"No"
"256","LIGH20_3",0.600414807930437,-0.00411723795042176,-1.51696582530556,0.207450980392157,"No"
"257","LIGH20_3.5",0.611405560268832,-0.217802358413489,-1.17916078719444,-0.242916666666666,"No"
"258","LIGH20_4",0.579536587702049,-0.114406739585563,-0.918025665305556,-0.52,"No"
"259","LIGH20_4.5",0.498774028950155,-0.120396731527247,-0.552347801194445,-0.734035087719298,"No"
"260","LIGH20_5",0.639161775367977,-0.044909098353198,-0.588903105305556,-0.734035087719298,"No"
"261","LIGH20_5.5",-0.316960237149858,0.164208757164379,-0.0626403521944443,-0.734035087719298,"No"
"262","LIGH20_6",0.417161873556062,-0.290134298114718,-0.104429505305555,-0.734035087719298,"No"
"263","LIGH20_6.5",0.73169606398491,-0.00270897039009782,0.202755088805556,-0.734035087719298,"No"
"264","LIGH20_7",0.462500951732349,-0.109484631021948,-0.00199366530555611,-0.734035087719298,"No"
"265","LIGH20_7.5",0.240303870403982,-0.200158408183611,-0.103021198194445,-0.734035087719298,"No"
"266","LIGH20_8",0.656707194218937,0.0240776169726078,-0.0977402253055555,-0.734035087719298,"No"
"267","LIGH20_8.5",0.671472196389255,-0.00185305576123032,0.155535040805555,-0.734035087719298,"No"
"268","LIGH20_9",0.552681670814338,-0.0836283330921881,-0.0800186253055557,-0.734035087719298,"No"
"269","LIGH20_9.5",0.453119542269911,-0.17692281172416,-0.107937090194445,-0.734035087719298,"No"
"270","LOST20_0.5",-0.871488862268203,-1.20005290205976,NA,1.60333333333333,"Yes"
